ts,o,h,l,c,v
1746651600000,96763.5,97323.0,96644.0,97125.1,236.8619578
1746655200000,97126.1,97310.3,97009.3,97256.1,170.15659091
1746658800000,97256.1,97396.9,96967.0,97026.0,219.23169546
1746662400000,97026.0,97800.0,96872.0,97763.9,297.03509667
1746666000000,97761.8,98379.7,97592.0,97812.1,1463.57250246
1746669600000,97814.0,98844.7,97814.0,98676.7,639.61970816
1746673200000,98676.6,99233.9,98526.0,99148.6,540.27854007
1746676800000,99148.7,99421.9,98932.6,98955.1,510.76387797
1746680400000,98955.2,99129.6,98740.0,98752.0,214.12623544
1746684000000,98752.0,99043.7,98728.0,99040.0,177.07994506
1746687600000,99040.0,99400.0,99040.0,99263.7,522.51073043
1746691200000,99263.7,99800.0,99215.0,99671.7,667.28655147
1746694800000,99671.7,99819.4,99544.0,99796.0,341.15476035
1746698400000,99796.1,99900.0,99688.0,99787.4,244.1230239
1746702000000,99787.3,99790.0,99419.2,99419.3,458.94394959
1746705600000,99419.3,99567.0,99258.1,99295.3,293.80698457
1746709200000,99295.4,99640.2,99090.4,99301.4,275.99608778
1746712800000,99301.5,99818.1,99158.0,99380.0,535.60398633
1746716400000,99378.1,101546.6,99322.0,100763.4,2035.07942918
1746720000000,100763.3,101358.0,100594.9,101286.0,461.8246232
1746723600000,101286.0,101714.2,100788.3,101023.0,472.89062183
1746727200000,101023.0,101473.6,100965.8,101365.9,190.40829475
1746730800000,101365.9,101365.9,100970.1,101317.0,489.17539627
1746734400000,101318.0,102850.0,101290.0,102614.2,800.38122278
1746738000000,102604.2,104295.8,102118.1,102832.5,1157.33978202
1746741600000,102832.5,103229.4,102400.1,103017.8,385.17875537
1746745200000,103017.9,103309.3,102788.7,103270.0,242.9671974
1746748800000,103269.9,103274.0,102531.6,102815.0,265.03315365
1746752400000,102815.0,103139.2,102550.0,103102.5,334.67724581
1746756000000,103102.4,103102.4,102488.9,102611.9,188.56621973
1746759600000,102611.9,102803.7,102349.7,102451.1,394.69708149
1746763200000,102451.0,102857.2,102376.2,102826.1,243.23815538
1746766800000,102826.1,102972.2,102577.4,102972.1,298.18943854
1746770400000,102972.2,103270.6,102928.1,103238.7,580.29315514
1746774000000,103238.1,104366.0,103116.7,103630.0,1347.55102756
1746777600000,103629.9,103942.0,102601.6,102966.8,740.9118102
1746781200000,102964.1,103290.7,102415.9,102923.7,484.08315771
1746784800000,102924.5,103474.0,102800.1,103368.4,202.938602
1746788400000,103368.1,103524.9,102680.5,102962.6,302.15395795
1746792000000,102962.7,103163.9,102800.0,102903.9,136.35259779
1746795600000,102904.0,103791.1,102829.0,103624.4,306.90335281
1746799200000,103624.3,103749.9,102400.1,103162.4,816.89306524
1746802800000,103162.5,103318.6,102700.0,102904.0,300.12123239
1746806400000,102904.7,102938.0,102300.0,102483.9,246.23087878
1746810000000,102483.2,103240.0,102343.5,103212.8,281.91198405
1746813600000,103212.8,103373.0,102932.6,103183.1,200.95005622
1746817200000,103183.1,103293.9,102892.7,103199.9,236.96847186
1746820800000,103195.9,103418.0,103141.0,103193.9,108.00780603
1746824400000,103194.0,103227.8,102777.7,102992.0,129.61011461
1746828000000,102992.0,103082.0,102738.7,102790.9,64.22506405
1746831600000,102791.0,102993.0,102740.1,102986.0,70.01681487
1746835200000,102986.1,103135.2,102824.2,102860.1,156.18663203
1746838800000,102860.1,103124.0,102860.0,102978.1,72.54243538
1746842400000,102978.1,103272.9,102943.3,103152.1,106.70408776
1746846000000,103152.1,103230.5,102964.8,103222.0,64.58634511
1746849600000,103222.1,103222.1,103035.2,103168.0,58.99113937
1746853200000,103168.1,103370.4,103100.0,103370.4,188.94425342
1746856800000,103370.5,103956.7,103370.1,103946.4,383.40372975
1746860400000,103946.1,104122.0,103642.9,103777.9,356.64000628
1746864000000,103778.0,104091.1,103466.6,103638.2,296.48315214
1746867600000,103638.2,103922.8,103368.0,103775.9,246.58054548
1746871200000,103776.0,103899.5,103591.7,103598.0,96.91670713
1746874800000,103596.2,103670.0,103392.0,103432.2,139.90612699
1746878400000,103432.3,103830.0,103422.7,103702.7,143.27974522
1746882000000,103702.8,103808.6,103532.0,103640.1,110.95406413
1746885600000,103640.1,103677.4,103425.0,103526.9,124.40679974
1746889200000,103526.9,103539.0,103100.6,103143.3,182.36407019
1746892800000,103143.3,103535.9,103130.1,103451.0,329.75913704
1746896400000,103451.1,103631.1,103158.7,103177.3,280.66835084
1746900000000,103176.4,103315.7,103010.0,103240.1,181.66999804
1746903600000,103240.1,103311.7,103044.8,103195.5,179.23615271
1746907200000,103195.5,103326.8,103064.9,103193.9,46.11541696
1746910800000,103194.0,103804.0,103158.0,103744.2,81.95199676
1746914400000,103742.4,103846.1,103548.4,103592.1,130.85715567
1746918000000,103592.0,104999.0,103566.6,104820.0,737.1499569
1746921600000,104819.9,104968.1,103920.0,104419.6,420.99248608
1746925200000,104419.2,104542.3,103857.5,104136.7,203.73812686
1746928800000,104136.6,104296.1,103422.3,103764.0,302.42643441
1746932400000,103764.0,104192.1,103648.8,104000.0,173.03555267
1746936000000,104000.1,104400.0,103987.0,104164.0,140.56401393
1746939600000,104164.0,104206.0,103807.1,103839.4,89.7246139
1746943200000,103839.5,103986.0,103610.1,103858.9,154.26299403
1746946800000,103858.9,103874.0,103333.3,103380.7,305.51412036
